steam_appid,categories,genres,header_image,short_description,name,developer,publisher,price,ccu,score
787810,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/787810/header.jpg?t=1655723206,"Rogue Heroes is a topdown, roguelite adventure game inspired by the Zelda franchise. Play solo or team up with your friends to combat procedurally generated dungeons and take down the evil Titans that threaten to overwhelm the land of Tasos!",Rogue Heroes: Ruins of Tasos,Heliocentric Studios,Team17 Digital,799,70,80
237110,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/237110/header.jpg?t=1584723816,"The newest chapter of the iconic fighting franchise is now available! Experience the deadliest tournament with all the kombatants and their unique fatalities. Players enter the realm to face the Kombatants in Mortal Kombat Komplete Edition, delivering all of the downloadable content (DLC), including intrepid warriors Skarlet, Kenshi and...",Mortal Kombat Komplete Edition,"NetherRealm Studios, High Voltage Software",Warner Bros. Interactive Entertainment,0,70,81
598960,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']",Indie,https://cdn.akamai.steamstatic.com/steam/apps/598960/header.jpg?t=1649670360,Mashinky is a transport strategy game about trains. The goal is to create your own transport empire on a procedurally generated map. It’s a unique blend of realistic graphics combined with an isometric construction mode and board game-like rules.,Mashinky,Jan Zelený,Jan Zelený,2499,70,87
1097350,"['Single-player', 'Steam Achievements', 'Full controller support']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1097350/header.jpg?t=1655828220,Survive and unveil the mysteries of the Weird West through the intertwined destinies of its unusual heroes in an immersive sim from the co-creators of Dishonored and Prey.,Weird West,WolfEye Studios,Devolver Digital,3999,70,76
324510,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Remote Play on TV']",Action,https://cdn.akamai.steamstatic.com/steam/apps/324510/header.jpg?t=1657701136,"Shape your citizen, forge your destiny and sculpt your world in this epic voxel sandbox MMO built on endless possibility.",Boundless,Wonderstruck,Wonderstruck,3999,70,71
628140,"['Single-player', 'Steam Cloud']",Strategy,https://cdn.akamai.steamstatic.com/steam/apps/628140/header.jpg?t=1650597966,"&quot;NOBUNAGA’S AMBITION: Tenkasousei with Power Up Kit&quot; is an expanded version of &quot;NOBUNAGA’S AMBITION: Tenkasousei,&quot; which was released in 2003 as the 11th game in the series. Lord of Creation or King of Destruction... Administration and battle depicted in full 3D for the first time in the series.",NOBUNAGA'S AMBITION: Tenkasousei with Power Up Kit,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",2999,70,70
1361680,"['Single-player', 'Steam Achievements', 'In-App Purchases']",Free to Play,https://cdn.akamai.steamstatic.com/steam/apps/1361680/header.jpg?t=1654731301,"2090s America, torn apart by war and corporate greed. A lone traveller stands outside the gates of Cincinnati, greatest of the border cities. How far will you go to make it to the top? How far will you go to fulfil your mission?",cyberpunkdreams,Late Night Games,Late Night Games,0,70,76
232050,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together']",Indie,https://cdn.akamai.steamstatic.com/steam/apps/232050/header.jpg?t=1571149287,"Eador is a universe made of countless shards of land drifting in the Great Nothing. Each of the shards is a little world unto itself, with geography and denizens of its own. The power over the shards is bitterly contested by Masters, the immortal beings mortals believe to be gods.",Eador. Masters of the Broken World,Snowbird Games,Snowbird Games,1999,70,74
1449070,"['Single-player', 'Steam Achievements']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/1449070/header.jpg?t=1650611488,"A challenging rogue-like deck building game about a legendary adventure in the Realm of Divinity. Build your unique deck, gather powerful relics and consumables to confront legendary creatures and eventually discover the truth behind the omen of darkness.",Divinity Chronicles: Journey to the West,Z Studio,ParasGames,1499,70,81
876160,"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Online Co-op', 'Steam Cloud']",Casual,https://cdn.akamai.steamstatic.com/steam/apps/876160/header.jpg?t=1657286138,"A game about building art galleries may sound boring until you realise that just about anything can be an art gallery... Add in cutting edge AI, extremely creative community, Unreal graphics, and did we mention it's free?",Occupy White Walls,KULTURA Ex Machina,KULTURA Ex Machina,0,70,93
313480,['Single-player'],Strategy,https://cdn.akamai.steamstatic.com/steam/apps/313480/header.jpg?t=1576146057,"March into the real-time strategy legend, Blitzkrieg, and prepare for war. This legendary WWII RTS blends unprecedented realism and accuracy to form immersive 3D backgrounds and a game where brute force often takes a back seat to strategy and wits.",Blitzkrieg Anthology,Nival,Nival,499,70,90
1681840,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/1681840/header.jpg?t=1656978806,"Summoners Fate is a roguelike adventure that fuses traditional turn-based combat with tactical card combat. Set in the fantasy land known as the Multiverse, you're tasked with guiding summoners through perilous quests in search of hidden secrets, powerful cards, and mutated rabbits.",Summoners Fate,"D20Studios, LLC","D20Studios, LLC, WhisperGames",1999,70,89
440650,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Indie,https://cdn.akamai.steamstatic.com/steam/apps/440650/header.jpg?t=1631636766,"Niche - a genetics survival game is a turn-based strategy game combined with simulation and roguelike elements. Shape your own species of animals based on real genetics. Keep your species alive against all odds, such as predators, climate change and spreading sickness.",Niche - a genetics survival game,Stray Fawn Studio,"Stray Fawn Studio, WhisperGames",1799,70,87
671440,"['Single-player', 'Steam Cloud']",Indie,https://cdn.akamai.steamstatic.com/steam/apps/671440/header.jpg?t=1652109078,"Put your entrepreneurial skills to the test as you create &amp; optimise intricate production lines whilst keeping an eye on the all-important bottom line. As an early 20th Century industrialist, grow your empire &amp; adapt to an ever-changing business landscape with unexpected events that could lead to boom…or bust.",Rise of Industry,Dapper Penguin Studios,Kasedo Games,2999,70,76
743890,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",Action,https://cdn.akamai.steamstatic.com/steam/apps/743890/header.jpg?t=1644283271,"Mega Man X Legacy Collection includes the legendary 16-bit titles and the series’ exciting foray into the 32-bit era: Mega Man X, Mega Man X2, Mega Man X3, and Mega Man X4. Test your skills in the new X Challenge mode, which pits players against two deadly bosses at once.",Mega Man X Legacy Collection,"CAPCOM CO., LTD","CAPCOM CO., LTD",1999,69,76
880850,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'In-App Purchases']",Action,https://cdn.akamai.steamstatic.com/steam/apps/880850/header.jpg?t=1560372316,"War Rock is a fast-paced, large-scale multiplayer first person shooter that combines old-school tactical combat with explosive vehicular warfare. Choose your profession and battle in close quarters combat, vehicular warfare and terrifying Zombie Survival encounters. Enlist in War Rock today!",War Rock,Dream Execution,Papaya Play,0,69,57
728730,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Steam Leaderboards']",Casual,https://cdn.akamai.steamstatic.com/steam/apps/728730/header.jpg?t=1568972446,Be a business tycoon! Town builder idle game of resource management &amp; investment.,Holyday City: Reloaded,Holyday Studios,Holyday Studios,0,69,82
57740,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",RPG,https://cdn.akamai.steamstatic.com/steam/apps/57740/header.jpg?t=1591946107,A contemporary remake of the much-loved series of turn-based mercenary-themed strategy games.,Jagged Alliance - Back in Action,"Coreplay GmbH, Bigmoon Studios",THQ Nordic,1999,69,62
1556200,"['Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1556200/header.jpg?t=1650391214,"Hunt or be hunted in this asymmetrical multiplayer shooter that pits man against Predator. As part of a Fireteam, complete missions before the Predator finds you. Or be the Predator and hunt your prey.",Predator: Hunting Grounds,IllFonic,PlayStation PC LLC,2999,69,79
588030,['Single-player'],Adventure,https://cdn.akamai.steamstatic.com/steam/apps/588030/header.jpg?t=1643719845,Drive massive trains and build your career in a vast open railway network. For both PC and VR.,Derail Valley,Altfuture,Altfuture,1999,69,94
222750,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Cloud']",Indie,https://cdn.akamai.steamstatic.com/steam/apps/222750/header.jpg?t=1639653297,"2 SIDES, 12 NATIONS, 750 UNITS: THE STRATEGY GAME REFERENCE IS BACK! Richer, more beautiful and more accessible, Wargame AirLand Battle is the sequel to the explosive real-time strategy game Wargame European Escalation! 1985.",Wargame: Airland Battle,Eugen Systems,Eugen Systems,1999,69,80
622650,"['Single-player', 'Steam Achievements', 'Full controller support', 'Remote Play on TV']",Action,https://cdn.akamai.steamstatic.com/steam/apps/622650/header.jpg?t=1645929147,&quot;Bendy and the Ink Machine™&quot; is the first person puzzle action horror game that will forever ruin your childhood love of cartoons.,Bendy and the Ink Machine,Joey Drew Studios,Joey Drew Studios,1999,69,88
397060,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/397060/header.jpg?t=1628277473,"With its unique living board, Faeria is also the only card game where you can gain all 300 cards in less than 50 hours.",Faeria,Abrakam Entertainment SA,Versus Evil,999,69,81
485980,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",Indie,https://cdn.akamai.steamstatic.com/steam/apps/485980/header.jpg?t=1612267460,Real Time Strategy with a high degree of realism. The game is based on a true story.,Syrian Warfare,Cats Who Play,Cats Who Play,1399,69,86
316010,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Remote Play Together']",Free to Play,https://cdn.akamai.steamstatic.com/steam/apps/316010/header.jpg?t=1574793149,"MORE CARDS. MORE STRATEGY. BIGGER STORY. Collect 1,300+ earnable cards, battle in 60+ single-player campaign missions, and emerge victorious in epic online duels.",Magic Duels,Stainless Games Ltd.,Wizards of the Coast LLC,0,69,71
589590,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",Violent,https://cdn.akamai.steamstatic.com/steam/apps/589590/header.jpg?t=1509051136,"Welcome to Kindergarten! Have fun trying to learn and share...and not die. That's important too. In a school that's just not quite right, it's important to be friendly...and take out those that aren't.",Kindergarten,"Con Man Games, SmashGames",SmashGames,499,69,96
1368850,"['Single-player', 'Steam Achievements', 'Steam Cloud']",Casual,https://cdn.akamai.steamstatic.com/steam/apps/1368850/header.jpg?t=1657798313,"Why be good when you can be... bad? Cursed Treasure 2 is a classic tower-defense game, remastered and carefully re-balanced. Build towers of powerful orcs, demons, and undead, and master powerful spells, to protect your precious hoard from all manner of no-good do-gooders.",Cursed Treasure 2 Ultimate Edition - Tower Defense,IriySoft,Surefire.Games,809,69,71
1695830,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Steam Cloud', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1695830/header.jpg?t=1654887460,A new legacy begins...,Baldur's Gate: Dark Alliance,"Square One Games Inc., Black Isle Studios",Interplay Entertainment Corp.,2999,69,85
